title,url
【與台灣同樣命運的國家】「非洲之角」索馬利蘭傳派「駐台代表」！網酸：邊緣國相互取暖,https://buzzorange.com/2020/07/01/taiwan-and-somaliland/
【在台撐香港也關到死】追殺你到底的「顛覆祖國政權罪」！港版國安法為收復台灣鋪路,https://buzzorange.com/2020/07/01/hong-kong-foreigner-security-law/
【中共勿挑戰國際底線】港版國安法通過，美日英歐、聯合國全都跳出發聲明！,https://buzzorange.com/2020/07/01/how-global-reacts-to-hong-kong-seculity-law/
【龜龜找不到回家的路】口罩數量比水母還要多！災難照片曝光嚇壞網友：人類就是禍害,https://buzzorange.com/2020/06/30/there-are-many-masks-in-the-sea/
大同股東會讓黃國昌大開眼界！荒謬現象恐怕只是台灣「公司治理」黑幕的冰山一角,https://buzzorange.com/2020/06/30/dispute-tatung-company/
【親兄弟還是只是長得像】吉拿棒跟油條真的是親戚嗎？一窺吉拿棒的愛侶與前世今生,https://buzzorange.com/2020/06/30/churros-and-fried-bread-stick-introduction/
【時力議員廖子齊專欄】炸山爆破聲響徹部落 40 年，完全執政的民進黨，快出來面對《礦業法》！,https://buzzorange.com/2020/06/30/dpp-environment-mine/
【中資工程涉及殺人】澳洲綠黨議員呼籲政府不該依賴中國：全球民主國家都該支持台灣,https://buzzorange.com/2020/06/30/australian-green-party-supports-taiwan/
【史上最狂黃金詐騙術】中國企業又爆雷！最大金飾商用 80 噸假黃金詐貸 660 億,https://buzzorange.com/2020/06/30/fake-gold-80t/
【媽，快把我塞回去重生】激似習近平，社群帳號遭全面封鎖！聲樂家被迫遮臉創新帳號,https://buzzorange.com/2020/06/30/liu-keqing-look-similar-to-xi/
【是在大煉蠱嗎】武肺還沒完，中國又爆「豬傳人」！科學家：現有疫苗無效，恐會大流行,https://buzzorange.com/2020/06/30/g4ea-h1n1/
【藍委 20 小時立院大進擊】有沙盤推演還超快被抬出去，總召得意：有達到練兵效果,https://buzzorange.com/2020/06/30/kmt-legislative-yuan/
【唐鳳紅到《CNN》】要看 PTT、用「卡臣」安撫民眾－唐鳳的《CNN》台灣民主防疫課,https://buzzorange.com/2020/06/30/audrey-tang-accepted-cnns-interview/
【港版國安法通過】駐港解放軍釋出「槍王爭霸賽」影片，香港鎮壓行動即將開始？,https://buzzorange.com/2020/06/30/national-security-law-pass-hong-kong/
【打破中共的民族喊話】連歷史都用「偷」的！中國五千年歷史的真相是什麼？,https://buzzorange.com/2020/06/29/the-fake-of-china-history/
【看透川普的把戲】美國富翁稅越收越少！寄望白宮「拼經濟」的底層苦不堪言,https://buzzorange.com/2020/06/29/the-rich-get-richer-the-poor-get-poorer/
【日籍女學生引疑慮】台灣要不要普篩、有無社區無症狀感染者？指揮中心說明讓你安心,https://buzzorange.com/2020/06/29/does-taiwan-needs-to-do-mass-testing-of-covid-19/
【習近平的打印度陰謀】中國一步步吃掉印度邊境，丟石頭、狼牙棒是為「收復領土」鋪路？,https://buzzorange.com/2020/06/29/china-india-border-rock-territory/
【口罩外交失效？】別再亂瞎猜！旅德台人從歐盟解封條件討論，台灣為何不在首波建議名單中,https://buzzorange.com/2020/06/29/taiwan-and-european-union/
【外國人超想來台】台灣 5 特色上榜「全球最佳冒險旅遊地」，迎 2021 全球報復性旅遊潮,https://buzzorange.com/2020/06/29/taipei-got-picked-for-best-leisure-destination-in-asia/
【腦袋空空的闌尾】狂打陳菊是在羞辱高雄人！比起大鬧立院，國民黨更該思考這件事,https://buzzorange.com/2020/06/29/chen-chi-mai-by-election-kaohsiung/
【你是否也有同感】高房價讓台北住不下去！ 6 年狂增 11 萬名「脱北者」,https://buzzorange.com/2020/06/29/high-rental-push-force-taipei/
【就是現在！立委打架 ing】民進黨立委闖入立法院，藍綠肢體衝突讓「鐵鍊聲」響徹立院,https://buzzorange.com/2020/06/29/they-are-fighting/
【被偷走的 16 年】會讀書又怎樣？中國資優生遭冒名頂替上大學，權貴用錢就能買走你的人生,https://buzzorange.com/2020/06/29/gaokao-stolen-identity-lifetime/
【靠不住的戰狼祖國】小粉紅留學生被視為病毒禁止返國：真實世界裡，沒有戰狼來救我,https://buzzorange.com/2020/06/29/china-overseas-students-got-rejected-by-china-when-want-to-go-home/
【蘋果抓包抖音在說謊】從剪貼簿就能把個資看光！抖音偷機密手法比你想的更陰險,https://buzzorange.com/2020/06/29/tiktok-stole-information-iphone/
【當你爸有 1 千億美金】刷爆卡還是環遊世界？來看看比爾蓋茲女兒的生活有多低調！,https://buzzorange.com/2020/06/24/jennifer-gates-life/
【我們只要 A 咖中的 A 咖】年薪 40 萬美金跟川普一樣高，卻沒人敢去？一窺瘋狂的 Netflix,https://buzzorange.com/2020/06/24/something-about-netflix/
中國小學生之死：當正能量淪為毒雞湯時,https://buzzorange.com/2020/06/24/china-elementary-student-jumped-off-the-building/
【人民能殺警察嗎】當你走在凱道上和平抗議，卻遭警方毆打濺血，此時不反抗，何時才反抗？,https://buzzorange.com/2020/06/24/when-all-else-falls-jason-brennan/
【「白胖胖飛船」監控中共】國軍擬「開飛船」巡邏東沙，放大絕偵蒐全巴士海峽水域,https://buzzorange.com/2020/06/24/tcom-lp-airborne/
【謝志誠專欄】農田水利法沒說清楚的事！「農田水利會改制」一定要打掉重練嗎？,https://buzzorange.com/2020/06/24/the-dispute-of-doie/
【誰撐起美國夢？】川普停發簽證根本害慘美國，不靠中國人的美國科技還能起飛嗎？,https://buzzorange.com/2020/06/24/trump-stop-work-visa/
【你繳稅做的節目，放任主持人踐踏國家主權】拿了 3 億的公視，只表示「尊重」多元言論？,https://buzzorange.com/2020/06/24/taiwan-public-television-service-needs-to-think-about-taiwan-country-issue/
【都市傳說：大巨蛋會自己長大】公安問題抵不過新台幣誘惑！柯文哲早已露出投機、刻薄的沙文本性,https://buzzorange.com/2020/06/24/disappointed-with-ko-p/
【鄉民超狂分析文】三峽大壩不怕飛彈，但是「打這個位置」就能成功潰壩,https://buzzorange.com/2020/06/24/weakness-of-three-gorges-dam/
